Company,Location,DateTime,Details,Outcome
CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Jun 18, 1998 09:20 UTC",Long March 3B | SinoSat 1,Success
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","Mon Jun 15, 1998 22:58 UTC",Tsyklon-3 | Cosmos 2352 to 2357,Partial Failure
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Jun 10, 1998 00:35 UTC",Delta II 7925 | Thor III,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Tue Jun 02, 1998 22:06 UTC",Space Shuttle Discovery | STS-91,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Sat May 30, 1998 10:00 UTC",Long March 3B | ChinaStar 1,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Sun May 17, 1998 21:16 UTC",Delta II 7920-10C | MS-9,Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA","Wed May 13, 1998 15:52 UTC",Titan II(23)G | NOAA-15,Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat May 09, 1998 01:38 UTC",Titan IV(401)B | NROL-6 (Mentor),Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Thu May 07, 1998 08:53 UTC",Molniya-M /Block 2BL | Cosmos 2351,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Sat May 02, 1998 09:16 UTC",Long March 2C | Iridium 69 & 71,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Apr 28, 1998 22:53 UTC","Ariane 44P | Nilesat-101, BSAT-1B",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Fri Apr 24, 1998 22:38 UTC",Delta II 7920-10C | Globalstar-2,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Fri Apr 17, 1998 18:19 UTC",Space Shuttle Columbia | STS-90,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Thu Apr 02, 1998 16:24 UTC",Pegasus XL | TRACE,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Mon Mar 30, 1998 06:02 UTC",Delta II 7920-10C | MS-8,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Wed Mar 25, 1998 17:01 UTC",Long March 2C | Iridium 51 & 61,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Mar 24, 1998 01:46 UTC",Ariane 40 | SPOT-4,Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Mon Mar 16, 1998 21:32 UTC",Atlas II | UHF F8,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat Feb 28, 1998 00:21 UTC",Atlas IIAS | Intelsat 806,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Feb 27, 1998 22:38 UTC",Ariane 42P | Hot Bird 4,Success
Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA","Thu Feb 26, 1998 07:07 UTC",Pegasus XL | SNOE & BATSAT,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Feb 21, 1998 07:55 UTC",H-II | Kakehashi,Partial Failure
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Wed Feb 18, 1998 13:58 UTC",Delta II 7920-10C | MS-7,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Feb 14, 1998 14:24 UTC",Delta II 7420-10C | Globalstar-1,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA","Tue Feb 10, 1998 13:20 UTC",Minotaur C (Taurus) | GFO & Orbcomm 11 and 12,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Feb 04, 1998 23:29 UTC","Ariane 44LP | Brasilsat B3, Inmarsat-3 F5",Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Jan 29, 1998 18:37 UTC",Atlas IIA | NROL-5/SDS,Success
IAI,"Pad 1, Palmachim Airbase, Israel","Thu Jan 22, 1998",Shavit | Ofek-4,Failure
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Jan 22, 1998 02:48 UTC",Space Shuttle Endeavour | STS-89,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sat Jan 10, 1998 00:32 UTC",Delta II 7925 | Skynet 4D,Success
Lockheed,"SLC-46, Cape Canaveral AFS, Florida, USA","Wed Jan 07, 1998 02:28 UTC",Athena II | Lunar Prospector,Success
ILS,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Wed Dec 24, 1997 23:19 UTC",Proton K/Block DM-3 | PAS-22,Partial Failure
MITT,"Svobodny Cosmodrome, Russia","Wed Dec 24, 1997 13:32 UTC",Start-1 | Earlybird 1,Success
Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA","Tue Dec 23, 1997 19:11 UTC",Pegasus XL/HAPS | Orbcomm A1-A8,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Mon Dec 22, 1997 00:16 UTC",Ariane 42L | Intelsat 804,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Sat Dec 20, 1997 13:16 UTC",Delta II 7920-10C | MS-6,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Dec 12, 1997 21:48 UTC","Ariane 44L | Sirius-2, Cakrawarta-1",Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Tue Dec 09, 1997 07:17 UTC",Tsyklon-2 | Cosmos 2347,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Mon Dec 08, 1997 23:52 UTC",Atlas IIAS | Galaxy 8i,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Mon Dec 08, 1997 07:16 UTC",Long March 2C | Iridium 42 & 44,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Dec 02, 1997 22:52 UTC","Ariane 44P | JCSAT-5, Equator S",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Thu Nov 27, 1997 21:27 UTC",H-II | TRMM & Orihime/Hikoboshi,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Wed Nov 19, 1997 19:46 UTC",Space Shuttle Columbia | STS-87,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Sun Nov 09, 1997 01:34 UTC",Delta II 7920-10C | MS-5,Success
Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA","Sat Nov 08, 1997 02:05 UTC",Titan IV(401)A | NROL-4 (Trumpet),Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu Nov 06, 1997 00:30 UTC",Delta II 7925 | USA-134 (GPS IIA-19),Success
AEB,"VLS Pad, Alc?›ntara Launch Center, Maranh?œo, Brazil","Sun Nov 02, 1997",VLS-1 | SCD-2A,Failure
ESA,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Oct 30, 1997 13:43 UTC","Ariane 5 G | MaqSat-H, TEAMSAT, MaqSat-B, YES",Partial Failure
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sat Oct 25, 1997 00:46 UTC",Atlas IIA | DSCS IIIB-13,Success
Lockheed,"SLC-4E, Vandenberg AFB, California, USA","Fri Oct 24, 1997 02:32 UTC",Titan IV(403)A | NROL-3 (Lacrosse),Success
Northrop,"Stargazer, Wallops Flight Facility, Virginia, USA","Wed Oct 22, 1997 13:13 UTC",Pegasus XL | STEP-4,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Oct 16, 1997 19:13 UTC",Long March 3B | Apstar 2R,Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Oct 15, 1997 08:43 UTC",Titan IV(401)B | Cassini???Huygens,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sun Oct 05, 1997 21:01 UTC",Atlas IIAS | Echostar 3,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Mon Sep 29, 1997 10:20 UTC",PSLV-G | IRS-1D,Partial Failure
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Sat Sep 27, 1997 01:23 UTC",Delta II 7920-10C | MS-4,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Sep 25, 1997 14:34 UTC",Space Shuttle Atlantis | STS-86,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Sep 24, 1997 21:30 UTC",Molniya-M /Block ML | Molniya-1T n†­166,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Sep 23, 1997 23:58 UTC",Ariane 44LP | Intelsat 803,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Sep 23, 1997 16:44 UTC",Cosmos-3M (11K65M) | Cosmos 2346 & FAISAT-2V,Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Sep 04, 1997 12:03 UTC",Atlas IIAS | GE-3,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Sep 02, 1997 22:21 UTC","Ariane 44LP | Hot Bird 3, Meteosat 7",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Mon Sep 01, 1997 14:00 UTC",Long March 2C | Iridium mass simulator A&B,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Fri Aug 29, 1997 15:02 UTC",Pegasus XL | FORTE,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Mon Aug 25, 1997 14:39 UTC",Delta II 7920-8 | Advanced Composition Explorer,Success
Lockheed,"SLC-6, Vandenberg AFB, California, USA","Sat Aug 23, 1997 06:51 UTC",Athena I | Lewis,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Thu Aug 21, 1997 00:38 UTC",Delta II 7920-10C | MS-3,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Aug 19, 1997 17:50 UTC",Long March 3B | Agila-2,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Aug 08, 1997 06:46 UTC",Ariane 44P | Panamsat-6,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Aug 07, 1997 14:41 UTC",Space Shuttle Discovery | STS-85,Success
Northrop,"Stargazer, Base Aerea de Gando, Gran Canaria","Fri Aug 01, 1997 20:20 UTC",Pegasus XL | OrbView-2,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Mon Jul 28, 1997 01:15 UTC",Atlas IIAS | Superbird C,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Jul 23, 1997 03:43 UTC",Delta II 7925 | USA-132 (GPS IIR-2),Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Wed Jul 09, 1997 13:04 UTC",Delta II 7920-10C | MS-2,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Tue Jul 01, 1997 18:02 UTC",Space Shuttle Columbia | STS-94,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Jun 25, 1997 23:44 UTC",Ariane 44P | Intelsat 802,Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Tue Jun 10, 1997 12:01 UTC",Long March 3 | Fengyun-2A,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Jun 03, 1997 23:20 UTC","Ariane 44L | Inmarsat 3 F4, Insat 2D",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Tue May 20, 1997 22:39 UTC",Delta II 7925 | Telenor Thor II,Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Tue May 20, 1997 07:07 UTC",Zenit-2 | Tselina-2 n†­19,Failure
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu May 15, 1997 08:07 UTC",Space Shuttle Atlantis | STS-84,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed May 14, 1997 00:33 UTC",Molniya-M /Block 2BL | Cosmos 2342,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Sun May 11, 1997 16:17 UTC",Long March 3A | ChinaSat 6,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Mon May 05, 1997 14:55 UTC",Delta II 7920-10C | MS-1,Success
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","Fri Apr 25, 1997 05:49 UTC",Atlas I | GOES-K,Success
Northrop,"Stargazer, Base Aerea de Gando, Gran Canaria","Mon Apr 21, 1997 11:59 UTC",Pegasus XL | MiniSat & Celestis space burial,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Apr 17, 1997 13:03 UTC",Cosmos-3M (11K65M) | Cosmos 2341,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Apr 16, 1997 23:08 UTC","Ariane 44LP | Thaicom 3, BSAT 1a",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Apr 04, 1997 19:20 UTC",Space Shuttle Columbia | STS-83,Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA","Fri Apr 04, 1997 16:47 UTC",Titan II(23)G | USA-131,Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sat Mar 08, 1997 06:01 UTC",Atlas IIA | Tempo 2,Success
MITT,"Svobodny Cosmodrome, Russia","Tue Mar 04, 1997 02:00 UTC",Start-1 | Zeya,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Mar 01, 1997 01:07 UTC",Ariane 44P | Intelsat 801,Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Sun Feb 23, 1997 20:20 UTC",Titan IV(402)B | DSP,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Mon Feb 17, 1997 01:42 UTC",Atlas IIAS | JCSAT-4,Success
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","Fri Feb 14, 1997 03:47 UTC",Tsyklon-3 | Cosmos 2337 to 2339 & Gonets 4 to 6,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan","Wed Feb 12, 1997 04:50 UTC",Mu-V / M-24 | Muses B,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Tue Feb 11, 1997 08:55 UTC",Space Shuttle Discovery | STS-82,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Jan 30, 1997 22:04 UTC","Ariane 44L | GE-2, Nahuel 1A",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Fri Jan 17, 1997 16:28 UTC",Delta II 7925 | GPS IIR-1,Failure
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Sun Jan 12, 1997 09:27 UTC",Space Shuttle Atlantis | STS-81,Success
Lockheed,"SLC-4E, Vandenberg AFB, California, USA","Fri Dec 20, 1996 18:04 UTC",Titan IV(404)A | NROL-2 (KH-11 Kennen),Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Dec 20, 1996 06:43 UTC",Cosmos-3M (11K65M) | Cosmos 2336,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Wed Dec 18, 1996 01:57 UTC",Atlas IIA | Inmarsat 3-F3,Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Dec 11, 1996 12:00 UTC",Tsyklon-2 | Cosmos 2335,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Sat Dec 07, 1996 11:49 UTC",Space Shuttle Columbia | STS-80,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Dec 04, 1996 06:58 UTC",Delta II 7925 | Mars Pathfinder,Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Nov 21, 1996 20:47 UTC",Atlas IIA | Hot Bird 2,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Nov 13, 1996 22:40 UTC","Ariane 44L | Arabsat-2B, Measat-2",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu Nov 07, 1996 17:00 UTC",Delta II 7925 | Mars Global Surveyor,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Mon Nov 04, 1996 17:08 UTC",Pegasus XL | HETE & SAC-B,Failure
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Oct 24, 1996 11:37 UTC",Molniya-M /Block ML | Molniya-3 n†­165,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Sun Oct 20, 1996 07:20 UTC",Long March 2D | FSW-2 No.3,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Mon Sep 16, 1996 08:54 UTC",Space Shuttle Atlantis | STS-79,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu Sep 12, 1996 08:49 UTC",Delta II 7925 | USA-128 (GPS IIA-18),Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Sep 11, 1996 00:00 UTC",Ariane 42P | Echostar-2,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sun Sep 08, 1996 21:49 UTC",Atlas IIA | GE-1,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Sep 05, 1996 12:47 UTC",Cosmos-3M (11K65M) | Cosmos 2334 & UNAMSAT-B,Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Wed Sep 04, 1996 09:01 UTC",Zenit-2 | Cosmos 2333,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Aug 29, 1996 05:22 UTC","Molniya-M /Block SO-L | Interbol 2, Magion5 & Victor",Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Wed Aug 21, 1996 09:47 UTC",Pegasus XL | FAST,Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Sun Aug 18, 1996 10:27 UTC",Long March 3 | Chinasat-7,Partial Failure
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Aug 17, 1996 01:53 UTC",H-II (2 SSB) | Fuji 2 & Midori,Success
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Aug 14, 1996 22:21 UTC",Molniya-M /Block ML | Molniya-1T n†­164,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Aug 08, 1996 22:49 UTC","Ariane 44L | Italsat F2, Telecom 2D",Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Jul 25, 1996 12:42 UTC",Atlas II | UHF F7,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Tue Jul 16, 1996 00:50 UTC",Delta II 7925 | USA-126 (GPS IIA-17),Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Jul 09, 1996 22:24 UTC","Ariane 44L | Arabsat-2A, T??rksat 1C",Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Wed Jul 03, 1996 10:47 UTC",Long March 3 | Apstar 1A,Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Jul 03, 1996 00:31 UTC",Titan IV(405)A | SDS,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Tue Jul 02, 1996 07:48 UTC",Pegasus XL | TOMS,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Jun 20, 1996 14:49 UTC",Space Shuttle Columbia | STS-78,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Jun 15, 1996 06:55 UTC",Ariane 44P | Intelsat 709,Success
ESA,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Jun 04, 1996 12:34 UTC",Ariane 5 G | Cluster,Failure
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Fri May 24, 1996 01:10 UTC",Delta II 7925 | Galaxy 9,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Sun May 19, 1996 10:30 UTC",Space Shuttle Endeavour | STS-77,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Fri May 17, 1996 02:44 UTC",Pegasus | MSTI-3,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu May 16, 1996 01:56 UTC","Ariane 44L | Palapa C2, AMOS-1",Success
Lockheed,"SLC-4E, Vandenberg AFB, California, USA","Sun May 12, 1996 21:32 UTC","Titan IV(403)A | SLDCOM, NOSS 3x, TiPS 2x",Success
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","Tue Apr 30, 1996 04:31 UTC",Atlas I | BeppoSAX,Success
Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA","Wed Apr 24, 1996 23:37 UTC",Titan IV(401)A | Mercury,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Apr 24, 1996 13:00 UTC",Cosmos-3M (11K65M) | Cosmos 2265,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Wed Apr 24, 1996 12:27 UTC",Delta II 7920-10 | MSX,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sat Apr 20, 1996 22:36 UTC",Ariane 42P | M-SAT-1,Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","Wed Apr 03, 1996 23:01 UTC",Atlas IIA | Inmarsat 3-F1,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Thu Mar 28, 1996 00:21 UTC",Delta II 7925 | USA-117 (GPS IIA-16),Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Fri Mar 22, 1996 08:13 UTC",Space Shuttle Atlantis | STS-76,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Thu Mar 21, 1996 04:53 UTC",PSLV-G | IRS-P3,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Mar 14, 1996 07:11 UTC",Ariane 44LP | Intelsat 707,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Sat Mar 09, 1996 01:53 UTC",Pegasus XL | REX II,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Sat Feb 24, 1996 11:24 UTC",Delta II 7925-10 | Polar,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Feb 22, 1996 20:18 UTC",Space Shuttle Columbia | STS-75,Success
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","Mon Feb 19, 1996 00:58 UTC",Tsyklon-3 | Cosmos 2328 to 2330 & Gonets 1 to 3,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sat Feb 17, 1996 20:43 UTC",Delta II 7925-8 | NEAR,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Wed Feb 14, 1996 19:01 UTC",Long March 3B | Intelsat 708,Failure
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Mon Feb 05, 1996 07:19 UTC",Ariane 44P | N-Star B,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Feb 01, 1996 01:15 UTC",Atlas IIAS | Palapa C1,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jan 16, 1996 15:33 UTC",Cosmos-3M (11K65M) | Cosmos 2327,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sun Jan 14, 1996 11:10 UTC",Delta II 7925 | Koreasat-2,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Jan 12, 1996 23:10 UTC","Ariane 44L | Panamsat-3R, Measat-1",Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Thu Jan 11, 1996 09:41 UTC",Space Shuttle Endeavour | STS-72,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Dec 30, 1995 13:48 UTC",Delta II 7920-10 | XTE,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Dec 28, 1995 11:50 UTC",Long March 2E | EchoStar 1,Success
VKS RF,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Dec 28, 1995 06:45 UTC",Molniya-M /Block 2BL | IRS-1C & Skipper,Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Dec 20, 1995 00:52 UTC",Tsyklon-2 | Cosmos 2326,Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Dec 15, 1995 00:23 UTC",Atlas IIA | Galaxy 3R,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Wed Dec 06, 1995 23:23 UTC","Ariane 44L | Telecom 2C, Insat 2C",Success
Lockheed,"SLC-4E, Vandenberg AFB, California, USA","Tue Dec 05, 1995 21:18 UTC",Titan IV(404)A | KH-11 Kennen,Success
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat Dec 02, 1995 08:08 UTC",Atlas IIAS | SOHO,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Nov 28, 1995 11:30 UTC",Long March 2E | AsiaSat 2,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Fri Nov 17, 1995 01:20 UTC",Ariane 44P | Infrared Space Observatory,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sun Nov 12, 1995 12:30 UTC",Space Shuttle Atlantis | STS-74,Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Nov 06, 1995 05:15 UTC",Titan IV(401)A | Milstar DFS-2,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Sat Nov 04, 1995 14:22 UTC",Delta II 7920-10 | RADARSAT-1 and SURFSAT,Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Tue Oct 31, 1995 20:19 UTC",Zenit-2 | Cosmos 2322,Success
EER,"LP-0A, Wallops Flight Facility, Virginia, USA","Mon Oct 23, 1995 22:03 UTC",Conestoga-1620 | METEOR,Failure
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sun Oct 22, 1995 08:00 UTC",Atlas II | USA-114 (UHF F6),Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Fri Oct 20, 1995 13:53 UTC",Space Shuttle Columbia | STS-73,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Thu Oct 19, 1995 00:28 UTC",Ariane 42L | Astra 1E,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Oct 06, 1995 03:23 UTC",Cosmos-3M (11K65M) | Cosmos 2321,Partial Failure
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Sun Sep 24, 1995 00:06 UTC",Ariane 42L | Telstar 402R,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Sep 07, 1995 15:09 UTC",Space Shuttle Endeavour | STS-69,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Sep 05, 1995 11:10 UTC",Delta II 7925 | Koreasat 1,Partial Failure
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","Thu Aug 31, 1995 06:50 UTC",Tsyklon-3 | Sich 1 & FASat Alfa,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Tue Aug 29, 1995 06:41 UTC",Ariane 42P | N-Star A,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Tue Aug 29, 1995 00:53 UTC",Atlas IIAS | JCSAT-3,Success
Lockheed,"SLC-6, Vandenberg AFB, California, USA","Tue Aug 15, 1995 22:30 UTC",Athena I | GemStar 1,Failure
